Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1754.8,0.12967,125.48,16.137,0.070582,0.084594,0.12864,0.20546,0.06322,0.055625,0.60811573674725
1754.8,0.12974,125.55,16.141,0.070582,0.084591,0.12863,0.20594,0.063216,0.055624,0.6085796474479678
1754.7,0.13032,125.54,16.11,0.070606,0.084572,0.1287,0.21122,0.063213,0.055633,0.61393972717479
1755.0,0.13032,125.54,16.11,0.070606,0.084573,0.1287,0.21134,0.063213,0.055633,0.6140711009741525
1754.8,0.13036,124.93,16.116,0.070649,0.084552,0.1287,0.21189,0.063218,0.055625,0.6146301925496361
1755.6,0.13051,125.52,16.074,0.070607,0.084576,0.1288,0.21235,0.063223,0.055647,0.6152008895715029
1758.4,0.12916,124.82,16.145,0.0706,0.084599,0.12868,0.21303,0.063235,0.055625,0.6157689818502473
1742.7,0.13038,124.94,16.086,0.070635,0.084559,0.12865,0.21333,0.063243,0.055616,0.616037047061849
1761.3,0.13203,125.27,15.731,0.070573,0.084655,0.12974,0.21249,0.063355,0.055782,0.6165954762682824
1762.2,0.132,125.18,15.728,0.070576,0.084656,0.12975,0.21251,0.063353,0.055785,0.6166355617839095
