Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g262),Error (g207),Error (g101),Error (curve),Error (g240),Error (g95),Error (g14),Error (g287),Reduced Error
817.42,550.09,341.56,0.91178,5.5164,319.56,60.269,18.43,0.10534,0.13234,0.037749,0.060221,0.23358,0.22264,0.15011,0.046451,0.10692,1.0953417330646653
815.42,550.39,347.96,0.86425,5.1111,317.51,60.624,18.43,0.10538,0.13226,0.037775,0.060558,0.23612,0.22282,0.15012,0.04641,0.10719,1.0986248721719367
817.35,550.13,341.98,0.7705,5.5181,328.85,60.137,18.43,0.1053,0.13202,0.0382,0.061,0.23911,0.22266,0.14913,0.04624,0.1076,1.1012659331311345
817.41,550.05,345.71,0.77599,5.4044,330.05,60.069,18.43,0.1053,0.13203,0.038197,0.061081,0.24119,0.2227,0.14925,0.046218,0.10759,1.1035427341900461
817.41,550.04,345.78,0.78275,4.7788,323.89,58.714,18.473,0.10542,0.13253,0.037754,0.060878,0.25883,0.22279,0.15048,0.046362,0.10716,1.122208163264803
817.53,550.04,346.39,1.1558,5.3734,329.19,61.69,18.462,0.10534,0.13258,0.037474,0.059406,0.26181,0.2224,0.15109,0.046747,0.10605,1.1228917718048284
816.94,551.78,341.27,0.77596,6.2674,329.15,60.952,18.399,0.10513,0.13163,0.038548,0.061081,0.26772,0.2226,0.14823,0.046103,0.10793,1.1289612734616887
807.71,550.04,346.39,1.1558,5.3734,329.19,61.69,18.462,0.10538,0.13264,0.037374,0.059259,0.26945,0.22245,0.15125,0.04679,0.10603,1.1306262227005648
817.4,550.1,339.93,0.68131,5.6641,326.3,60.128,18.455,0.10525,0.13178,0.038507,0.061533,0.26936,0.22272,0.14838,0.046083,0.10816,1.1317703514132569
812.41,550.03,341.05,0.77319,5.4743,345.01,60.436,18.428,0.10529,0.13205,0.038258,0.060883,0.27265,0.22252,0.14906,0.046291,0.10751,1.1345169608939334
