param_type,param_name,out_l_bound,out_u_bound,in_u_bound,in_l_bound,base
input,cp_tau_s,0,1,3.565280977850951,2.0976390155468385,10
input,cp_b,0,1,0.9934406395562652,-4.536077163621764,10
input,cp_tau_0,0,1,2.6989700043360183,1.34143452457814,10
input,cp_n,0,1,1.257270482298883,0.0,10
input,average_strain,0,1,-0.543148314618052,-2.0655621522147114,10
output,average_stress,0,1,3.864273696804379,2.126910294600161,10
