Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g86),Error (g237),Error (g303),Error (curve),Error (g63),Reduced Error
1984.3,0.12614,126.24,6.399,0.068263,0.054658,0.094074,0.061298,0.13499,0.1305,0.5437822808867152
1981.3,0.1261,126.69,6.4006,0.068274,0.054668,0.094097,0.061272,0.13722,0.13048,0.5460104093088445
1960.2,0.12756,126.09,6.4562,0.068219,0.054679,0.093876,0.061455,0.13882,0.13046,0.5475052983887558
1984.4,0.12655,126.3,6.3865,0.068265,0.054657,0.094109,0.061274,0.139,0.13052,0.5478310065680507
1960.2,0.12756,126.09,6.3974,0.068273,0.054663,0.094072,0.061296,0.13921,0.13051,0.548025854421673
1960.2,0.12749,126.08,6.3945,0.068276,0.054662,0.094083,0.061287,0.14005,0.13052,0.548877518479022
1977.8,0.12734,125.04,6.3545,0.068271,0.054627,0.09415,0.061257,0.14028,0.13059,0.549166704508468
1961.2,0.12776,126.01,6.3686,0.068286,0.054655,0.094155,0.061235,0.14033,0.13056,0.5492186239841984
1987.3,0.12519,126.96,6.3786,0.068304,0.054664,0.094197,0.061188,0.14089,0.13048,0.5497290377543803
1970.0,0.12644,126.09,6.4604,0.068221,0.054677,0.093874,0.061456,0.14108,0.13043,0.5497357920013879
