Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g126),Error (g223),Error (curve),Error (g80),Error (g72),Error (g56),Error (g237),Error (g262),Reduced Error
1592.0,0.17747,144.37,5.9564,0.17107,0.13321,0.67742,0.74808,0.26235,0.10484,0.11688,0.12203,0.12979,2.465666006659421
1524.4,0.17474,143.31,5.8098,0.1707,0.13385,0.63734,0.86978,0.2625,0.1046,0.11694,0.12239,0.12964,2.5477539507511233
1594.4,0.17833,139.87,6.0772,0.1713,0.13352,0.77738,0.72912,0.26281,0.10497,0.11686,0.12162,0.13021,2.5477915792779373
1515.7,0.17926,144.99,5.9504,0.1708,0.1339,0.75757,0.75109,0.26308,0.10425,0.11703,0.12179,0.12985,2.5493335725101054
1788.8,0.17992,143.8,4.741,0.17099,0.13142,0.47759,1.0653,0.25605,0.11008,0.11609,0.12873,0.12847,2.5847182032863723
1993.4,9.0829,0.0096816,1.3261,0.168,0.13566,0.2283,1.2781,0.24329,0.13806,0.12247,0.1676,0.1063,2.5877962639470997
1566.2,0.18031,139.87,6.0772,0.17127,0.13379,0.81378,0.74648,0.26304,0.10483,0.11691,0.1215,0.13029,2.6018793716022928
1495.9,0.18189,152.25,5.7539,0.17046,0.13362,0.63179,0.93175,0.2622,0.10417,0.11702,0.12256,0.12925,2.6028126381990893
1591.6,0.17952,137.86,6.1149,0.17143,0.13369,0.81875,0.74385,0.26295,0.10507,0.11685,0.12148,0.13041,2.6044671012953606
1507.7,0.17707,146.78,5.5843,0.17047,0.13382,0.73184,0.85845,0.2615,0.10497,0.11688,0.12334,0.12924,2.6305247411567536
