iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,19.821,13.682,144.97,216.56,2.6962,68.794,32.167,18.749,0.5948328334731827,0.23774507582446652,0.6705094414996253
2,99.517,283.61,133.62,233.7,97.304,14.503,111.29,18.334,0.27689330171306836,0.13373612957552253,0.3194628338969136
3,131.39,0.34424,174.58,223.75,90.76,0.78956,27.132,17.265,0.5887519340057671,0.18532913047347893,0.647744028433321
4,181.07,174.36,148.34,963.03,4.0863,11.419,111.65,14.436,0.32569277182794626,0.13968105885621188,0.3701546337744984
5,114.43,223.26,138.22,211.05,155.06,10.06,65.974,18.597,0.16042375364166844,0.1419895700411583,0.20562043752075493
6,114.3,225.96,140.2,229.67,156.32,38.954,72.37,18.197,0.09805895495617159,0.14386891669154422,0.1438538534536423
7,574.68,323.91,40.524,236.41,156.4,114.81,68.555,11.417,0.029483673258955796,0.10125832727931677,0.061715199890396144
8,591.73,324.39,41.325,234.41,169.49,116.99,58.741,10.737,0.04729290034803578,0.1017122532794521,0.07966891611291507
9,583.29,384.88,32.167,251.05,269.98,260.5,60.887,11.732,0.09951436199067237,0.10155923462787023,0.13184167040598263
10,564.47,514.72,41.455,235.62,195.84,142.1,60.811,12.87,0.06763794587373019,0.09995109669142689,0.09945336808552334
