Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (curve),Error (g14),Error (g95),Error (g240),Error (g72),Error (g287),Error (g101),Error (g207),Reduced Error
285.65,73.51,692.68,838.68,358.82,437.88,396.2,2.9175,0.14162,0.18551,0.052124,0.17326,0.2119,0.10921,0.088893,0.041147,0.038212,1.041867135661263
285.47,73.32,697.61,838.49,354.55,437.86,402.19,2.8874,0.14157,0.19639,0.05202,0.17277,0.21183,0.10906,0.089021,0.041262,0.038494,1.0524119093138482
285.74,73.347,697.34,838.7,346.2,437.65,411.39,2.9036,0.1411,0.20954,0.051738,0.17178,0.21184,0.10866,0.08926,0.041679,0.03908,1.0646778263755319
292.13,73.121,697.67,837.62,354.91,440.42,401.78,2.9531,0.14108,0.21324,0.051841,0.17231,0.21187,0.10887,0.08907,0.041663,0.039016,1.0689456917242772
284.38,73.825,697.43,838.71,346.19,432.99,411.52,2.9024,0.14117,0.22349,0.05176,0.17169,0.21183,0.10865,0.089337,0.041481,0.038924,1.078335873183157
284.5,73.82,697.57,829.83,346.65,426.66,411.27,2.8989,0.14143,0.2288,0.051833,0.17171,0.21176,0.10875,0.089348,0.041191,0.038857,1.0836802655641125
289.08,74.136,698.1,838.51,348.89,426.98,402.19,3.0103,0.14084,0.23108,0.051845,0.17215,0.21193,0.1088,0.089164,0.041575,0.038769,1.086164301387626
285.82,73.021,699.9,838.73,346.23,437.62,401.66,2.9062,0.14141,0.23073,0.052091,0.17314,0.21183,0.10921,0.088829,0.041539,0.038548,1.0873164022146145
285.64,72.829,702.07,838.67,336.72,441.1,414.81,2.9073,0.14085,0.24616,0.051691,0.17176,0.21184,0.10867,0.089164,0.042131,0.039381,1.1016474622962518
285.49,71.577,698.08,838.61,349.85,426.06,401.72,2.9216,0.14137,0.2512,0.052154,0.17376,0.21179,0.10937,0.088546,0.041827,0.038502,1.1085169869248737
