Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
637.1,0.63261,134.73,8.8443,0.15977,0.12028,0.12512,0.056883,0.14049,0.11955,0.29004,0.072202,0.40823,1.4925726442867728
642.34,0.62907,135.25,8.863,0.15976,0.12029,0.12507,0.056857,0.14049,0.11944,0.29182,0.072188,0.40951,1.4954293896328315
630.7,0.64135,133.92,8.8535,0.15976,0.12029,0.12514,0.056873,0.14055,0.11956,0.30439,0.07223,0.39683,1.4956205961338958
645.3,0.62466,134.99,8.8429,0.15975,0.12034,0.1251,0.056886,0.14045,0.11925,0.28393,0.072223,0.41886,1.4967860821709844
642.52,0.63071,134.61,8.8181,0.15972,0.12038,0.12518,0.056925,0.1404,0.11914,0.27802,0.072216,0.42485,1.4968411838730642
642.72,0.63088,134.63,8.8181,0.15972,0.12038,0.12518,0.056926,0.14039,0.11913,0.27808,0.072215,0.4251,1.4971288065077315
642.79,0.63046,134.65,8.8155,0.15972,0.12038,0.12519,0.056929,0.14039,0.11914,0.27748,0.072214,0.42602,1.4974506682940723
638.83,0.63129,134.79,8.8974,0.15977,0.12027,0.125,0.056808,0.1406,0.11954,0.30708,0.072225,0.39616,1.4974559103754261
642.95,0.63047,134.72,8.8151,0.15973,0.12038,0.12519,0.05693,0.14038,0.11915,0.27745,0.072208,0.42624,1.4976483465431913
639.39,0.63094,134.66,8.8164,0.15975,0.12033,0.12518,0.056925,0.14041,0.11937,0.28233,0.072207,0.42142,1.497929650170137
