iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,561.4814400446614,778.71286389252,273.3131752084473,1.3611236645203497,0.8005415097817454,0.11882342672274851,0.8383641812178315
2,346.83677342188275,437.91702395054403,3.1920946706763957,11.032702092837607,0.45375548871182536,0.0936786732161874,0.4835743365211185
3,923.5176935883654,685.5241604095293,88.87866534646567,17.866914222506082,1.0769087842347609,0.21072410253926047,1.1439843493302144
4,16.46461355861993,553.994564412283,435.8207792626204,13.611271386870799,2.0641494274275907,0.1007355723254128,2.096214555989152
5,873.392962589271,997.250007737382,171.57419810561126,8.813345374195976,1.562666959766093,0.09287587186541571,1.5922302679687936
6,239.99515663263705,360.5419232125422,373.7472933686281,15.77676416530577,2.1313654048220454,0.12304947535035946,2.1705332693157935
7,651.9041390450881,233.2609624175138,242.94077166203763,7.394335534205603,1.6322018903377034,0.09163792959067542,1.6613711492758294
8,405.09719886670126,74.92858424010132,474.7715830881047,3.99820874983784,2.6918471690237338,0.09588423374032681,2.7223680685524374
9,8.4454,23.449,24.755,3.2539,0.875704325653405,0.09920495336502969,0.9072822430678958
10,48.707,362.9,39.062,19.459,0.5957713406114848,0.09933212210997625,0.6273897370947058
11,157.55,378.59,53.641,8.2668,0.3585206536570613,0.09430947245210287,0.3885402910993435
12,236.62,221.56,74.719,9.7971,0.11859393659672801,0.09245675426873581,0.148023835524932
13,306.28,223.13,72.166,10.678,0.028021084425348664,0.0922864092166775,0.05739676083942001
14,313.11,235.98,73.09,10.156,0.01698247925556383,0.09218427058957718,0.046325643934867905
15,308.61,229.68,74.236,10.162,0.015249382941268692,0.09216763329071608,0.044587251803865885
16,303.04,195.29,73.032,9.7162,0.03454566315185398,0.09216616016250548,0.06388306310317812
17,293.57,226.13,74.814,9.7209,0.028026109319999784,0.09215084453452083,0.057358634155523294
18,305.95,233.66,74.738,10.13,0.014956823736238545,0.09215942172270145,0.04429207877555561
19,299.47,230.86,76.793,9.7407,0.01365922204195961,0.09211924491038624,0.04298168840472139
20,300.75,231.74,77.731,9.9088,0.013440230745629044,0.09211170481696512,0.042760297022112134
21,301.22,226.33,74.399,9.6875,0.021802245938946682,0.09214077519123143,0.0511315656029538
22,321.27,200.13,73.175,10.309,0.012786610031782688,0.09224704142882797,0.042149755289784346
23,308.43,304.45,73.351,10.664,0.014383655074257325,0.09237540530014536,0.04378765982152813
