Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g59),Error (g63),Error (g237),Error (g303),Reduced Error
1931.6,0.09119,124.72,13.652,0.055853,0.26189,0.066247,0.12171,0.091115,0.063255,0.6600718301831497
1928.1,0.091452,124.71,13.648,0.055836,0.26258,0.066274,0.12163,0.091096,0.063265,0.6606851044712416
1924.1,0.092459,123.86,13.667,0.055798,0.26652,0.066305,0.12152,0.090957,0.063362,0.6644599530400627
1928.4,0.089085,125.0,13.732,0.055874,0.27336,0.066315,0.12155,0.091296,0.063142,0.6715405794525662
1927.1,0.091135,123.38,13.572,0.055818,0.27601,0.066236,0.12181,0.090993,0.06335,0.6742137678637607
1922.3,0.09138,122.7,13.751,0.055795,0.28095,0.066349,0.12141,0.090942,0.063391,0.6788396349975098
1981.0,0.091467,121.29,13.55,0.056004,0.28465,0.065848,0.12304,0.090776,0.063538,0.6838616875490494
1935.1,0.090698,126.65,13.643,0.055896,0.28854,0.066232,0.12174,0.091312,0.063107,0.6868262985461442
1997.7,0.09245,119.6,13.58,0.056043,0.3016,0.065767,0.12335,0.090577,0.063696,0.7010354305053509
1928.1,0.12604,125.11,5.1848,0.055336,0.2852,0.069201,0.13378,0.10228,0.056848,0.7026486418436956
