Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g86),Error (curve),Error (g237),Error (g303),Reduced Error
1164.1,0.21468,123.82,11.739,0.064651,0.12856,0.055611,0.21445,0.086804,0.067944,0.6180219752835976
1166.5,0.21311,123.5,11.726,0.06467,0.12857,0.055612,0.21716,0.086822,0.067934,0.6207643947404088
1171.2,0.21173,123.06,12.113,0.064476,0.12865,0.055603,0.21747,0.086462,0.068359,0.6210174568982056
1165.9,0.21595,123.44,11.666,0.064685,0.12862,0.055616,0.21743,0.086826,0.067921,0.6210989070394963
1172.9,0.21164,123.01,12.075,0.064495,0.12865,0.055605,0.2178,0.086488,0.068331,0.6213761296204743
1173.5,0.21169,122.93,12.072,0.064496,0.12867,0.055606,0.21803,0.086483,0.068337,0.6216133849310481
1140.3,0.21595,124.75,11.888,0.064585,0.12839,0.055582,0.21837,0.086801,0.067931,0.6216608207874177
1173.3,0.21206,122.97,12.047,0.064507,0.12867,0.055608,0.2183,0.0865,0.068315,0.6218925023351092
1175.8,0.20889,124.53,12.066,0.064486,0.12847,0.055602,0.21914,0.086601,0.068188,0.622495985302026
1155.3,0.21303,123.35,12.154,0.064468,0.12857,0.055587,0.2194,0.086488,0.06832,0.6228238202451521
