Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1996.4,0.12215,123.61,13.559,0.1274,0.20806,0.055371,0.088392,0.066929,0.062936,0.6090872863743712
1998.4,0.11703,123.22,19.99,0.13091,0.2053,0.055848,0.083863,0.071646,0.062248,0.6098148937185092
2000.0,0.1165,123.58,20.0,0.13086,0.20566,0.055848,0.083885,0.07161,0.062244,0.6101077549804703
2000.0,0.1165,123.62,20.0,0.13086,0.20575,0.055848,0.083886,0.071607,0.062243,0.6101910804391869
1999.6,0.11643,123.59,19.763,0.13081,0.20578,0.055837,0.083926,0.07157,0.062277,0.6102018239342322
2000.0,0.11651,123.63,20.0,0.13086,0.20578,0.055848,0.083886,0.071607,0.062243,0.6102290714694821
1999.1,0.11702,123.68,19.459,0.13076,0.20592,0.055826,0.083979,0.071519,0.062305,0.6103080821340859
1998.2,0.11727,123.22,19.936,0.13091,0.20582,0.055847,0.083864,0.071648,0.062249,0.6103363295146848
1998.4,0.1165,123.75,20.0,0.13084,0.20621,0.055846,0.083892,0.071596,0.06224,0.6106268417784884
1994.6,0.11708,123.52,19.845,0.13084,0.20618,0.05584,0.083899,0.071602,0.062263,0.6106275290677166
