Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g59),Error (g63),Error (g237),Error (g303),Reduced Error
1647.1,0.076196,73.758,5.7995,0.052508,0.5661,0.075517,0.1165,0.095315,0.060724,0.966662863746917
1711.8,0.075427,73.742,5.6008,0.052589,0.57262,0.075205,0.11803,0.096703,0.060181,0.9753286359121387
1665.3,0.07745,77.563,5.5775,0.052491,0.57406,0.075204,0.11766,0.09669,0.060071,0.9761774400894121
1669.3,0.079204,77.418,5.5866,0.052487,0.60107,0.0752,0.11757,0.096558,0.060115,1.003005141915872
1649.2,0.075797,75.604,5.6458,0.052494,0.60777,0.075321,0.11729,0.09631,0.060283,1.0094750143292126
1662.4,0.08516,77.587,5.2857,0.052515,0.62529,0.074824,0.11896,0.098448,0.059337,1.0293708542011926
1638.9,0.088291,72.409,5.556,0.052466,0.64735,0.075114,0.11728,0.096448,0.060209,1.048864805078468
1694.5,0.077299,81.508,5.2652,0.052595,0.65218,0.074875,0.11953,0.098889,0.059138,1.0572064473483798
1671.9,0.079461,81.85,5.2433,0.052554,0.65776,0.074849,0.1194,0.098938,0.059093,1.0625895309681168
1649.7,0.069031,89.455,5.7217,0.052423,0.66762,0.075342,0.11689,0.096193,0.0599,1.0683728785684206
