Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
788.93,0.31977,120.84,18.649,0.055779,0.30012,0.12929,0.070293,0.084545,0.062085,0.7021110327899112
793.11,0.31712,120.81,18.442,0.055772,0.30081,0.1291,0.070234,0.084572,0.062051,0.7025391131617038
793.92,0.31844,120.0,18.663,0.055769,0.30109,0.12927,0.070372,0.084481,0.06205,0.7030355526428698
778.37,0.32871,119.01,18.336,0.055769,0.30152,0.12926,0.070382,0.084502,0.062108,0.7035415673695572
788.64,0.32279,120.35,18.678,0.055782,0.30158,0.12936,0.070367,0.084494,0.062071,0.7036552530245821
794.29,0.3142,120.68,18.639,0.055765,0.3041,0.12918,0.070274,0.08455,0.062061,0.7059255540174407
782.96,0.32498,121.11,18.644,0.055793,0.30435,0.12938,0.070289,0.084558,0.062094,0.7064638133366444
800.96,0.31044,120.48,18.275,0.055748,0.30553,0.12885,0.070181,0.084591,0.061988,0.7068838215387756
796.76,0.31964,118.75,18.646,0.055761,0.30583,0.12928,0.070486,0.084399,0.06201,0.7077705482273982
783.74,0.3268,120.57,18.643,0.055792,0.30595,0.12941,0.070354,0.084512,0.062082,0.708094581423015
