Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g59),Error (g237),Error (curve),Error (g63),Error (g86),Reduced Error
665.13,0.34652,112.58,18.209,0.070302,0.06385,0.083288,0.16141,0.12341,0.054229,0.5564931533100135
665.36,0.34777,112.58,18.21,0.070311,0.063838,0.083278,0.1645,0.12343,0.054232,0.5595928511799391
665.21,0.34798,111.46,18.227,0.070449,0.063818,0.083217,0.16471,0.12359,0.054237,0.5600207620279478
661.82,0.3526,112.25,18.208,0.070482,0.063843,0.08314,0.17015,0.1235,0.054216,0.5653332421250187
666.51,0.34645,112.72,18.189,0.070245,0.063856,0.083314,0.17062,0.12333,0.054225,0.5655953285250637
650.76,0.37158,112.62,18.492,0.07081,0.063536,0.083055,0.17397,0.12456,0.054372,0.5703039829124552
665.4,0.34256,112.54,18.205,0.070253,0.063875,0.083334,0.17702,0.12336,0.054224,0.5720708983988023
673.89,0.34061,111.84,18.219,0.070123,0.063789,0.083475,0.17723,0.12347,0.054271,0.5723632245886477
667.6,0.34722,113.4,18.246,0.070176,0.063786,0.083387,0.18202,0.12349,0.054268,0.5771217370956472
656.83,0.34422,113.43,18.04,0.070289,0.064115,0.083152,0.18327,0.1227,0.054089,0.5776129544890108
