Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1163.2,0.31826,148.39,5.3059,0.010811,0.010810983577385984
1163.2,0.31826,148.39,5.3059,0.010811,0.010810983577386009
1163.2,0.31826,148.39,5.3059,0.010811,0.010810983577386014
1163.2,0.31826,148.39,5.3059,0.010811,0.010810983577386014
1163.2,0.31826,148.39,5.3059,0.010811,0.010810983577386014
1163.2,0.31826,148.39,5.3059,0.010811,0.010810983577386014
1163.2,0.31826,148.39,5.3059,0.010811,0.010810983577386014
1163.2,0.31826,148.39,5.3059,0.010811,0.010810983577386014
1163.2,0.31826,148.39,5.3059,0.010811,0.010810983577386014
1163.2,0.31826,148.39,5.3059,0.010811,0.010810983577386014
