Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (g59),Error (curve),Error (g86),Reduced Error
1477.1,0.31984,85.306,8.0914,0.062818,0.091333,0.12879,0.068411,0.62111,0.056176,1.0286326440591658
1477.4,0.32461,85.123,8.064,0.062796,0.091347,0.12881,0.068436,0.63213,0.056186,1.0397083394357312
1463.5,0.32415,85.46,8.0722,0.062876,0.091244,0.12886,0.068429,0.63318,0.056173,1.0407555696644466
1476.7,0.32695,81.822,8.0569,0.063073,0.091067,0.12905,0.068574,0.63342,0.056172,1.041351203732881
1496.6,0.33293,80.413,8.12,0.063258,0.090935,0.12926,0.068479,0.64145,0.056212,1.0495943836509447
1493.3,0.32895,80.506,8.0724,0.063133,0.091038,0.12913,0.068577,0.64317,0.05619,1.0512455762997905
1475.1,0.33752,81.994,8.038,0.06308,0.091049,0.12911,0.068549,0.64659,0.056195,1.0545797825593226
1477.0,0.34002,81.369,8.0159,0.063082,0.091043,0.12913,0.068599,0.6475,0.056196,1.0555436471653812
1449.3,0.32094,81.776,8.1717,0.063495,0.090644,0.12928,0.068464,0.64828,0.056145,1.0563117924826422
1493.3,0.32557,80.307,8.132,0.063277,0.090914,0.12923,0.068507,0.64911,0.056189,1.057227880303135
