Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1712.5,0.1458,123.79,7.2277,0.06278,0.12919,0.16756,0.092257,0.067722,0.054756,0.57426522470677
1725.4,0.14559,123.21,7.3343,0.062892,0.12921,0.16808,0.092163,0.06763,0.054824,0.5748003263013245
1712.9,0.1452,123.84,7.1893,0.062726,0.12919,0.16827,0.092314,0.067758,0.054737,0.574990719851852
1704.1,0.14623,123.82,7.2153,0.062786,0.12918,0.16832,0.092242,0.06773,0.05475,0.5750095391247572
1706.9,0.14527,124.35,7.2245,0.06281,0.12914,0.16868,0.092211,0.067721,0.054753,0.5753134332828759
1723.1,0.14612,123.77,7.3124,0.062871,0.1292,0.16895,0.092173,0.067646,0.054803,0.5756418030444999
1713.2,0.14626,123.76,7.2262,0.06277,0.1292,0.16917,0.092269,0.067724,0.054752,0.5758883316377343
1706.8,0.14667,123.72,7.2215,0.062781,0.1292,0.16923,0.092251,0.067725,0.05475,0.575941024334026
1709.9,0.14568,123.64,7.267,0.062849,0.12918,0.16942,0.092185,0.067685,0.054782,0.5760996111197765
1700.6,0.14714,123.81,7.2224,0.0628,0.12919,0.16978,0.092224,0.067721,0.05475,0.5764664929355413
