Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
415.72,1.0056,134.25,19.914,0.020697,0.02069698668391233
415.72,1.0056,134.25,19.914,0.020697,0.02069698668391263
415.72,1.0056,134.25,19.914,0.020697,0.02069698668391264
415.72,1.0056,134.25,19.914,0.020697,0.02069698668392408
415.72,1.0056,134.25,19.914,0.020697,0.020696986683924317
415.72,1.0056,134.25,19.914,0.020697,0.020696986683924567
415.72,1.0056,134.25,19.914,0.020697,0.02069698668392459
415.72,1.0056,134.25,19.914,0.020697,0.02069698668392666
415.72,1.0056,134.25,19.914,0.020697,0.02069698668392687
415.72,1.0056,134.25,19.914,0.020697,0.020696986683927696
