Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g59),Error (g237),Error (curve),Error (g63),Error (g86),Reduced Error
237.58,0.40923,113.67,19.521,0.062673,0.079093,0.092309,0.49698,0.10463,0.052862,0.8885422157652342
237.54,0.43153,114.41,19.52,0.062355,0.079551,0.092962,0.50461,0.10432,0.052837,0.8966263023743597
237.02,0.413,112.8,19.521,0.062588,0.079497,0.092519,0.50524,0.10445,0.052862,0.8971550917848325
240.66,0.41629,113.8,19.505,0.06273,0.078982,0.092114,0.50989,0.10478,0.052884,0.901383146400341
241.92,0.40301,112.06,19.521,0.062988,0.078879,0.091617,0.51549,0.105,0.052908,0.9068793162343005
240.55,0.3988,110.66,19.278,0.063178,0.080033,0.091336,0.51945,0.1046,0.052974,0.9115755960583825
240.01,0.4006,110.18,19.083,0.063281,0.080943,0.09122,0.52277,0.1043,0.053029,0.9155483400523463
243.33,0.40007,110.37,19.278,0.06331,0.079853,0.091036,0.53426,0.1048,0.052988,0.9262421474832763
237.57,0.3953,111.36,19.589,0.062826,0.079089,0.092051,0.57502,0.10476,0.052871,0.9666180460650186
238.91,0.37456,110.8,19.258,0.063537,0.07957,0.090809,0.58449,0.10486,0.05297,0.9762329549983153
