Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3550.1,0.10042,161.79,3.47,0.23493,0.044302,0.22059,0.059793,0.097241,0.11336,0.083168,0.11932,0.13624,1.108948863282071
3549.9,0.10021,161.85,3.467,0.23506,0.044301,0.2206,0.059846,0.097239,0.11336,0.083201,0.1193,0.13625,1.109150991302701
3556.1,0.10036,161.79,3.4521,0.23461,0.044281,0.22063,0.060146,0.097233,0.11339,0.08341,0.11924,0.1363,1.109222416946986
3562.7,0.10063,160.91,3.4617,0.23523,0.044288,0.22063,0.059934,0.097222,0.11336,0.083279,0.11933,0.13625,1.109521760236202
3537.4,0.10108,161.51,3.4783,0.23601,0.044314,0.22058,0.059622,0.097251,0.11333,0.08305,0.11937,0.13622,1.1097419752680637
3517.1,0.10226,160.97,3.4582,0.23608,0.044295,0.22061,0.059983,0.097241,0.11333,0.083296,0.1193,0.13628,1.1104212317503175
3569.7,0.10034,161.96,3.4353,0.23559,0.044253,0.22067,0.060518,0.097274,0.11344,0.083671,0.11915,0.13635,1.110909914492168
3538.0,0.10185,159.83,3.4878,0.23759,0.044322,0.22058,0.0594,0.097254,0.1133,0.082915,0.11949,0.13617,1.111010681824847
3514.8,0.1024,161.0,3.4558,0.2366,0.044293,0.22062,0.06003,0.097239,0.11333,0.083327,0.11929,0.13629,1.1110109161806248
3529.8,0.10174,161.3,3.4814,0.23749,0.044315,0.22057,0.059566,0.097257,0.11332,0.083014,0.11939,0.13621,1.1111386863744837
