Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
78.174,9.0623,498.4,1.0315,0.11915,0.11247,0.24528,0.14491,0.15736,0.21075,1.2193,0.1752,0.13647,2.52085663715421
77.09,8.027,854.97,1.052,0.12044,0.11303,0.24426,0.14741,0.16105,0.20924,1.2142,0.17768,0.14584,2.533146752030702
75.441,8.1113,832.08,1.0594,0.12029,0.11284,0.2444,0.14713,0.1605,0.20903,1.2274,0.17758,0.1444,2.543555603485788
75.806,7.499,845.14,1.0135,0.12043,0.11351,0.24464,0.14792,0.16138,0.20935,1.2219,0.17765,0.14688,2.5436160123228193
76.129,7.8846,834.36,1.0664,0.12024,0.11294,0.24453,0.14706,0.16056,0.20905,1.2319,0.17739,0.14462,2.548290170714243
76.362,8.1005,852.59,1.0736,0.12033,0.11281,0.24432,0.14707,0.16063,0.20908,1.2334,0.17759,0.14463,2.549859426120709
75.008,7.836,842.27,1.0487,0.12031,0.11302,0.24455,0.14733,0.16071,0.20915,1.2336,0.1776,0.14508,2.551321047547125
74.828,8.2272,855.44,1.072,0.12032,0.11267,0.24431,0.14707,0.16044,0.20904,1.24,0.17776,0.14391,2.55547169576198
74.968,8.3392,850.19,1.1002,0.12021,0.11244,0.24432,0.14666,0.16003,0.20882,1.2562,0.17759,0.14275,2.569002547833391
74.343,8.1225,855.36,1.0102,0.12056,0.11313,0.24423,0.14793,0.1612,0.20938,1.2595,0.17815,0.14608,2.5801120728719633
