Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (curve),Error (g303),Error (g59),Error (g63),Error (g86),Reduced Error
861.43,0.00026981,47.16,16.846,0.10406,0.53641,0.060672,0.078015,0.11884,0.051924,0.9499172334006232
861.01,0.00035213,47.348,17.049,0.10326,0.53863,0.060517,0.077569,0.11888,0.051829,0.9506777747733074
838.27,0.0002697,48.819,16.764,0.10472,0.55327,0.060852,0.077483,0.11898,0.051864,0.9671652805639475
825.88,0.00028765,49.189,17.214,0.10467,0.55484,0.06106,0.07772,0.11859,0.051945,0.9688245886729036
841.7,0.00014863,49.023,16.646,0.10666,0.55277,0.06176,0.078597,0.11871,0.052227,0.9707257469011434
881.54,0.00034922,46.478,18.929,0.10264,0.56305,0.061211,0.079816,0.11716,0.052487,0.9763605647339638
846.57,0.00014382,49.324,16.373,0.10682,0.56038,0.061696,0.078305,0.11899,0.052177,0.9783687969750063
840.57,0.00014831,50.376,16.361,0.10702,0.56281,0.061785,0.077926,0.11912,0.052149,0.980818480384837
827.28,0.00036945,49.999,16.596,0.10414,0.57059,0.060554,0.076306,0.1195,0.051625,0.9827068110404109
819.97,0.00014641,51.15,16.65,0.10741,0.56576,0.062168,0.078028,0.11885,0.052219,0.9844410040235053
