Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g303),Error (g237),Error (curve),Error (g86),Error (g59),Reduced Error
732.72,0.37657,116.69,13.705,0.12756,0.069103,0.085709,0.2205,0.055144,0.064147,0.6221686257417517
740.05,0.37825,114.97,13.445,0.12779,0.069183,0.085658,0.22313,0.055136,0.064176,0.6250731807407209
732.55,0.36585,118.53,13.391,0.12739,0.068828,0.085934,0.22536,0.055146,0.064286,0.6269365523528393
717.9,0.37347,118.88,13.727,0.12724,0.068867,0.085896,0.22574,0.055129,0.064226,0.6270903501336038
740.43,0.37632,115.75,13.082,0.12772,0.068975,0.085845,0.22518,0.055128,0.064306,0.6271587614627971
740.98,0.35938,118.98,13.204,0.1274,0.068746,0.086003,0.22673,0.055155,0.064339,0.6283770174548544
740.98,0.35938,119.06,13.204,0.1274,0.06874,0.086008,0.22706,0.055156,0.06434,0.6286998100888485
729.38,0.36728,118.28,13.067,0.1274,0.068714,0.086042,0.22789,0.055123,0.064398,0.6295683862962238
740.62,0.37467,115.97,12.804,0.12768,0.06884,0.085974,0.22771,0.055116,0.064402,0.6297254464944745
722.48,0.36678,119.88,13.247,0.12721,0.068627,0.086098,0.2286,0.055129,0.064386,0.6300554977379401
