Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1830.0,0.056335,114.48,1.5806,0.048557,0.15566,0.12614,0.11816,0.083637,0.061752,0.5939070137319387
1888.7,0.0564,113.05,1.5826,0.048564,0.15608,0.12747,0.11799,0.083516,0.06189,0.5955210251357619
1890.6,0.056437,112.8,1.5847,0.048565,0.15602,0.12813,0.11788,0.083524,0.061809,0.5959154408707286
1887.7,0.056396,112.61,1.5952,0.048588,0.15577,0.12896,0.11755,0.083505,0.061594,0.5959674399360249
1889.2,0.056405,114.74,1.5732,0.048592,0.15664,0.12708,0.1188,0.083389,0.062509,0.5970084072470352
1888.1,0.056346,112.14,1.5798,0.048537,0.15591,0.13152,0.11774,0.083628,0.061658,0.598980755754566
1891.4,0.056514,112.37,1.5828,0.048551,0.15596,0.13148,0.11778,0.083577,0.061719,0.5990619621588054
1910.5,0.056049,111.55,1.5843,0.048551,0.15599,0.13187,0.11756,0.083566,0.06165,0.5991842356156023
1997.6,0.056407,113.04,1.5811,0.048645,0.15755,0.12883,0.11872,0.083054,0.062974,0.5997656580114896
1855.1,0.056387,116.49,1.5816,0.048642,0.15645,0.13119,0.11899,0.083318,0.062572,0.6011605500920664
