Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (g63),Error (g303),Error (g237),Error (curve),Error (g59),Reduced Error
585.25,0.40529,149.66,3.896,0.056824,0.13653,0.054279,0.11556,0.16909,0.071841,0.6041167650397994
584.65,0.40134,148.32,3.9085,0.056767,0.13648,0.054277,0.11538,0.1916,0.071801,0.6263074851559705
587.17,0.4168,143.04,3.9087,0.056786,0.13654,0.054252,0.11521,0.20135,0.071696,0.6358342779199275
583.21,0.38608,157.16,3.8943,0.056815,0.13647,0.054313,0.11583,0.20416,0.071982,0.6395678869136944
554.28,0.45931,144.39,3.9511,0.056702,0.1362,0.054314,0.11445,0.21981,0.071482,0.6529668974947493
550.94,0.521,129.91,4.0264,0.056545,0.13605,0.054332,0.11304,0.22774,0.070969,0.6586719272953926
546.35,0.52003,133.63,3.9403,0.056798,0.13636,0.054279,0.1142,0.23006,0.071275,0.6629728450992334
540.66,0.51915,135.76,3.9302,0.056819,0.13633,0.054284,0.11435,0.24679,0.071349,0.6799250268601819
546.62,0.52646,128.99,4.0791,0.05639,0.13581,0.05439,0.11234,0.25526,0.070817,0.6850034362657706
570.11,0.40812,155.33,4.116,0.056245,0.13552,0.054422,0.11302,0.25993,0.07123,0.6903663288663506
