Param (lh_0),Param (lh_1),Param (tau_0),Param (n),Param (gamma_0),Error (g63),Error (g237),Error (g303),Error (g59),Error (curve),Error (g86),Reduced Error
279.91,140.93,65.602,14.197,6.2739e-05,0.27325,0.039552,0.032189,0.027787,0.26279,0.021175,0.10945711663093938
275.87,135.03,66.395,14.183,6.6452e-05,0.27286,0.039644,0.032127,0.027783,0.26445,0.021162,0.10967205851781074
281.14,3.4609,62.554,14.085,5.7884e-05,0.27267,0.036495,0.032462,0.02734,0.2769,0.020232,0.11101616937837339
267.05,132.87,66.136,15.284,6.2983e-05,0.27264,0.039823,0.032097,0.027649,0.27577,0.021269,0.11154151430032087
288.54,136.65,65.423,14.119,6.8626e-05,0.27362,0.039429,0.03222,0.027753,0.27634,0.021174,0.11175534889865746
283.31,137.09,65.679,14.221,6.2637e-05,0.27336,0.039437,0.032215,0.027749,0.28005,0.021157,0.11232841308488999
279.29,139.92,65.662,13.988,5.9096e-05,0.27319,0.039461,0.032205,0.027807,0.28127,0.02112,0.1125089349305783
285.09,148.58,64.53,14.104,6.0561e-05,0.27375,0.039471,0.032253,0.027813,0.2847,0.021188,0.11319621154822192
284.3,161.22,64.391,14.058,6.026e-05,0.2738,0.03963,0.032236,0.027883,0.2912,0.021231,0.11432924629658768
290.55,152.39,65.302,14.192,6.4687e-05,0.27378,0.039536,0.032238,0.0278,0.29325,0.021231,0.1146398812488606
