Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g86),Error (curve),Error (g237),Error (g303),Reduced Error
655.28,0.37897,121.0,13.935,0.066113,0.12378,0.053794,0.10293,0.083446,0.070402,0.5004703145008321
653.8,0.37514,121.13,13.503,0.066408,0.1234,0.053671,0.11444,0.08318,0.07053,0.5116353208813936
655.22,0.38119,122.0,13.999,0.066097,0.12367,0.053795,0.11583,0.083483,0.07034,0.5132167553586199
634.08,0.40106,120.57,13.558,0.066501,0.12299,0.053601,0.11737,0.083489,0.070179,0.5141364744867396
669.64,0.38401,120.55,14.065,0.065855,0.12432,0.053933,0.12068,0.083395,0.070547,0.5187301741254198
643.29,0.38828,121.43,13.918,0.066222,0.12345,0.053717,0.12441,0.083569,0.070221,0.521587519654599
655.33,0.3895,121.51,14.195,0.065934,0.1239,0.053865,0.131,0.083618,0.070273,0.5285881779775514
659.06,0.37724,122.59,14.049,0.066062,0.12368,0.053817,0.13544,0.083465,0.070358,0.5328218198123458
1165.7,0.20667,123.11,17.017,0.062706,0.12986,0.055829,0.13292,0.084382,0.070812,0.5365068067154173
1165.7,0.2065,123.1,17.017,0.062708,0.12986,0.055829,0.13296,0.084384,0.070809,0.5365467609858109
