Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (curve),Error (g303),Error (g59),Error (g63),Error (g86),Reduced Error
510.44,0.58243,115.82,11.905,0.087543,0.28491,0.0673,0.064252,0.12846,0.055331,0.6877936370506837
509.0,0.58457,116.38,11.899,0.087582,0.28642,0.067252,0.06426,0.1284,0.055334,0.6892457412482494
500.13,0.57861,118.45,11.875,0.087824,0.28849,0.066956,0.064391,0.12799,0.055323,0.6909684908448397
523.61,0.55767,116.54,12.225,0.087249,0.29017,0.067563,0.064078,0.12866,0.05543,0.6931570330255759
522.89,0.55778,116.49,12.204,0.087271,0.29054,0.067541,0.064095,0.12864,0.055423,0.6935115193773047
522.69,0.55306,118.04,12.223,0.087356,0.29211,0.067432,0.064114,0.12851,0.055447,0.6949693531467306
519.98,0.54827,118.95,12.308,0.087382,0.29531,0.067378,0.064114,0.1284,0.055463,0.6980513078418906
526.98,0.55481,117.25,12.266,0.087228,0.29515,0.067577,0.064047,0.12868,0.055458,0.6981343728005387
527.04,0.54861,117.74,12.31,0.087256,0.29542,0.067533,0.064057,0.12861,0.055468,0.6983543475468504
524.77,0.55412,115.95,12.351,0.087151,0.29639,0.067657,0.064018,0.12874,0.055445,0.6993977154194958
