Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1156.3,0.24417,124.34,4.5703,0.060127,0.10991,0.11306,0.13912,0.10647,0.13978,0.2197,0.2499,0.034813,1.1728768029337435
1156.3,0.244,124.34,4.5277,0.060898,0.10967,0.11299,0.13941,0.10694,0.14013,0.22087,0.24962,0.035102,1.1756338168278053
1164.6,0.24159,124.7,4.5767,0.060029,0.11015,0.11307,0.13904,0.10643,0.13973,0.22458,0.24992,0.034823,1.177792799710267
1161.9,0.24172,124.75,4.5655,0.060204,0.11004,0.11306,0.13915,0.10656,0.13982,0.22486,0.24985,0.034893,1.178442619866336
1155.1,0.24335,124.33,4.5703,0.060099,0.10992,0.11306,0.13913,0.10648,0.13978,0.22548,0.2499,0.034816,1.1786673789099404
1145.6,0.24553,124.52,4.5447,0.060558,0.10958,0.11301,0.13936,0.10676,0.13999,0.22578,0.24973,0.034994,1.1797573433240127
1163.1,0.24303,123.59,4.645,0.058881,0.11027,0.11318,0.13852,0.10565,0.13917,0.22981,0.2504,0.034327,1.1801978333793859
1158.1,0.24424,123.57,4.5651,0.060218,0.10991,0.11306,0.1391,0.10648,0.13979,0.227,0.2499,0.034786,1.1802477480249385
1161.9,0.24252,123.97,4.5903,0.059784,0.11013,0.1131,0.13893,0.10625,0.1396,0.22819,0.25004,0.034675,1.1806853717346408
1168.8,0.2419,125.26,4.5431,0.060673,0.11,0.11302,0.13929,0.10683,0.14004,0.22663,0.24968,0.035084,1.181244506176028
