evals,errors
1000,0.472739539390373
2000,0.427507913262283
3000,0.4221278150517315
4000,0.4221278150517315
5000,0.4221278150517315
6000,0.4221278150517315
7000,0.4221278150517315
8000,0.4201418346312598
9000,0.41614710400865484
10000,0.41614710400865484
11000,0.41614710400865484
12000,0.41614710400865484
13000,0.41614710400865484
14000,0.41614710400865484
15000,0.41614710400865484
16000,0.41614710400865484
17000,0.41614710400865484
18000,0.4141579798630264
19000,0.4141579798630264
20000,0.4141579798630264
21000,0.4141579798630264
22000,0.4141579798630264
23000,0.4141579798630264
24000,0.4141579798630264
25000,0.4141579798630264
26000,0.4141579798630264
27000,0.4141579798630264
28000,0.41277471407785965
29000,0.41277471407785965
30000,0.41277471407785965
31000,0.41056317595289676
32000,0.41056317595289676
33000,0.41056317595289676
34000,0.41056317595289676
35000,0.4079085488299247
36000,0.4079085488299247
37000,0.4079085488299247
38000,0.4079085488299247
39000,0.4079085488299247
40000,0.4079085488299247
