Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g237),Error (g56),Error (g80),Error (curve),Error (g262),Error (g72),Error (g126),Error (g223),Reduced Error
644.95,0.43277,122.15,6.7197,0.12777,0.093719,0.031456,0.25951,0.39026,0.11458,0.46075,0.029415,0.13359,1.6410577275285345
644.79,0.44422,119.66,6.738,0.1277,0.093639,0.031501,0.25955,0.40417,0.11459,0.4584,0.029261,0.13349,1.6523001688851442
645.74,0.40847,123.47,6.6537,0.12792,0.093889,0.031704,0.25936,0.58579,0.11458,0.31366,0.029655,0.1338,1.6903673862460875
623.4,0.46414,120.22,6.4707,0.12858,0.094393,0.033762,0.25864,0.50589,0.11453,0.39338,0.029433,0.13378,1.6923855378115022
617.79,0.48572,119.48,6.4107,0.12887,0.094573,0.034465,0.25838,0.43537,0.11453,0.48568,0.029369,0.13376,1.7150036135687992
608.48,0.48249,120.03,6.3797,0.12897,0.094722,0.034537,0.25828,0.46956,0.11451,0.47618,0.029485,0.13384,1.740080328835644
632.5,0.46679,117.46,6.7254,0.12773,0.093702,0.031754,0.25947,0.41618,0.11457,0.5405,0.029155,0.13341,1.7464595112264327
626.16,0.46699,117.51,6.867,0.1273,0.093448,0.03055,0.25979,0.41767,0.11458,0.54396,0.029132,0.1332,1.7496209460517929
627.3,0.47104,117.27,6.8482,0.12735,0.093453,0.030767,0.25975,0.42877,0.11458,0.53304,0.029102,0.1332,1.750014972400776
632.35,0.46713,117.43,6.8598,0.12731,0.093413,0.030696,0.25978,0.44648,0.11459,0.51684,0.029087,0.13321,1.751397560587895
