Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g86),Error (g237),Error (g303),Error (curve),Error (g63),Reduced Error
1923.6,0.10681,130.64,5.9,0.068784,0.054858,0.095603,0.060253,0.19934,0.12962,0.6084662523302503
1923.3,0.10741,130.82,5.9793,0.068722,0.05481,0.095235,0.060504,0.20103,0.12942,0.6097259176291598
1919.6,0.10628,131.01,5.8007,0.068871,0.054923,0.096052,0.059949,0.20106,0.12983,0.6106925904794736
1923.3,0.10788,128.55,5.8627,0.068749,0.054866,0.095686,0.060223,0.20416,0.13,0.6136819263013167
1919.2,0.10887,130.46,6.088,0.068619,0.054753,0.094726,0.060855,0.20616,0.12928,0.6143869036508377
1923.4,0.10699,130.72,5.9843,0.068729,0.054805,0.095218,0.060512,0.20628,0.12938,0.6149305371381382
1917.6,0.10897,128.96,5.9561,0.068681,0.054787,0.095173,0.060563,0.20648,0.12974,0.6154199919478478
1923.6,0.10735,128.72,5.869,0.068761,0.054862,0.095674,0.060225,0.20697,0.12992,0.6164159306468479
1931.0,0.10543,130.57,5.756,0.068895,0.054994,0.096409,0.059738,0.2069,0.12998,0.6169135552373572
1982.4,0.10936,128.46,6.0787,0.068448,0.054956,0.095482,0.060471,0.21265,0.12966,0.6216729648811331
