Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1426.2,0.28214,100.4,2.8193,0.28162,0.086685,0.084881,0.15886,0.15114,0.23482,0.20086,0.15503,0.12261,1.4764989299627966
1387.1,0.29891,120.91,2.8316,0.35985,0.088377,0.085186,0.15903,0.15156,0.23418,0.18583,0.15479,0.12181,1.5406042855976823
1425.0,0.29496,132.6,2.8408,0.37165,0.088665,0.085582,0.15917,0.1518,0.23403,0.20516,0.15477,0.12167,1.5724988916483338
1745.4,0.24789,112.93,2.787,0.26689,0.086442,0.087152,0.15952,0.15235,0.23471,0.32889,0.15588,0.12341,1.5952586414363763
1386.5,0.29355,108.53,2.7827,0.43871,0.088548,0.086074,0.15938,0.1523,0.23406,0.1754,0.15544,0.12236,1.6122823423749946
1264.7,0.34878,140.06,2.7234,0.48483,0.092673,0.088161,0.16004,0.15408,0.23231,0.1277,0.15619,0.12131,1.617289736008964
1478.1,0.32865,113.4,2.4955,0.47838,0.09519,0.093486,0.16192,0.15834,0.23092,0.11962,0.15928,0.12335,1.6204715231858442
1399.3,0.30423,131.88,2.8382,0.43934,0.088873,0.085288,0.15905,0.15167,0.23394,0.18729,0.15465,0.12152,1.6216241591409892
1395.3,0.29558,132.1,2.8452,0.43014,0.08867,0.085527,0.15918,0.15175,0.23408,0.20196,0.15474,0.12163,1.6276722781222905
1770.5,0.24205,113.06,2.8143,0.26556,0.085801,0.086685,0.15931,0.1518,0.23506,0.36909,0.15565,0.12344,1.6323885376903597
