Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g190),Error (g237),Error (g60),Error (g79),Error (curve),Error (g215),Error (g278),Error (g189),Error (g178),Reduced Error
452.81,3.1521,151.41,18.121,0.23615,0.13999,0.11161,0.089674,3.0393,0.086095,0.099527,0.23079,0.060942,4.0941221121705755
458.91,3.0149,145.4,18.134,0.23668,0.13985,0.11088,0.090662,3.0638,0.088334,0.099897,0.23152,0.061023,4.122633754935831
449.62,3.0243,145.8,18.065,0.23697,0.13976,0.11101,0.090631,3.0716,0.088324,0.099901,0.23148,0.061057,4.13069136834243
460.39,3.005,145.36,18.123,0.23666,0.13984,0.11087,0.090656,3.0902,0.08842,0.099894,0.23154,0.061004,4.149078945390431
461.3,2.9938,144.21,18.173,0.23659,0.13985,0.11075,0.090736,3.1178,0.08867,0.099939,0.23161,0.060978,4.17687804905508
464.97,3.0058,145.09,18.279,0.23636,0.14002,0.1107,0.090696,3.1243,0.088326,0.099921,0.23155,0.061009,4.182899327570851
444.33,2.9717,146.28,18.186,0.23694,0.13997,0.11081,0.090792,3.1299,0.088653,0.10004,0.23162,0.061117,4.189805911557793
464.23,3.0064,145.09,18.064,0.23665,0.13974,0.11092,0.090603,3.1389,0.08844,0.09985,0.23153,0.060953,4.197551878808903
452.81,3.1521,151.41,17.817,0.23623,0.13963,0.11203,0.089323,3.1444,0.086307,0.099371,0.23073,0.060725,4.198744093382181
465.89,2.9779,143.85,18.122,0.23653,0.13979,0.11075,0.090708,3.1792,0.08881,0.09992,0.23165,0.06092,4.238270661359673
