Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g190),Error (g60),Error (g278),Error (g79),Error (g237),Error (g189),Error (g178),Error (g215),Reduced Error
1518.3,0.29613,175.56,1.9794,0.33953,0.18599,0.10595,0.099583,0.079188,0.17764,0.23261,0.059531,0.029749,1.3097656017829908
1516.7,0.30144,173.52,1.9766,0.34528,0.18599,0.10596,0.09955,0.07921,0.17765,0.23262,0.059519,0.029674,1.3154541437682563
1557.7,0.28608,169.02,2.0593,0.36267,0.18542,0.1063,0.098704,0.078762,0.17567,0.23221,0.057257,0.030666,1.3276584995198126
1512.7,0.29629,178.23,1.9853,0.36785,0.18593,0.10593,0.099565,0.079144,0.17754,0.23256,0.059466,0.029846,1.3378338190262722
1504.3,0.298,177.31,1.9598,0.37506,0.18612,0.10587,0.099815,0.0793,0.17809,0.2327,0.060088,0.029578,1.3466308247542331
1526.4,0.29281,176.68,1.9524,0.38195,0.18619,0.10588,0.099896,0.079371,0.17827,0.23277,0.060294,0.029478,1.3541096335537635
1514.2,0.29405,175.79,1.9776,0.38419,0.18601,0.10593,0.099621,0.079191,0.17768,0.23261,0.059583,0.029757,1.3545774636647436
1915.0,0.22609,185.68,1.8679,0.38098,0.187,0.10613,0.10114,0.080667,0.18065,0.23399,0.063593,0.028779,1.3629482412597367
1574.2,0.28794,167.02,2.0188,0.41743,0.18572,0.10623,0.099046,0.07904,0.17658,0.23248,0.058225,0.030053,1.384796812188717
1536.7,0.29239,180.07,1.9796,0.42313,0.18598,0.10593,0.099661,0.079211,0.17772,0.23262,0.059718,0.029756,1.393719871559743
