Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
905.19,2.7489,190.08,1.8804,0.0,0.0
906.35,2.7492,190.14,1.8353,0.0,0.0
902.87,2.6984,186.49,1.8934,0.0,0.0
905.79,2.7363,189.43,1.9145,0.0,0.0
908.83,2.7468,190.05,1.914,0.0,0.0
924.38,2.7143,189.37,1.8654,0.0,0.0
909.45,2.7373,187.52,1.8681,0.0,0.0
913.78,2.7374,187.36,1.8764,0.0,0.0
919.99,2.7636,187.68,1.8917,0.0,0.0
930.37,2.5364,187.98,2.003,0.0,0.0
