Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
3014.6,6.7703,431.91,6.382,0.12543,0.07065,0.11845,0.15843,0.37002,0.13773,0.69379,0.1135,0.056866,1.8448648521053128
3020.5,6.8365,429.97,6.3739,0.12537,0.070796,0.1184,0.15853,0.35636,0.13789,0.72288,0.11363,0.056812,1.8606751215665391
3004.2,6.8646,433.86,6.3472,0.12554,0.070457,0.11837,0.15848,0.38583,0.13748,0.71921,0.11272,0.056915,1.8849992465685599
3005.1,6.789,434.66,6.2564,0.12545,0.070922,0.11823,0.15871,0.42673,0.13769,0.70162,0.1127,0.05683,1.90888044241971
3002.8,6.8582,436.7,6.2939,0.12558,0.070504,0.11833,0.15854,0.4445,0.13737,0.69547,0.1122,0.056926,1.919409694790854
3003.0,6.8925,436.24,6.1948,0.12549,0.070982,0.11811,0.15887,0.43662,0.13761,0.71051,0.11212,0.056829,1.9271325333475282
3008.1,6.8633,430.62,6.2515,0.12533,0.071183,0.11813,0.15887,0.41715,0.138,0.73117,0.11311,0.056735,1.9296779889983446
3036.8,6.8169,434.6,6.4186,0.1255,0.070389,0.11865,0.15825,0.4087,0.13752,0.74057,0.11318,0.056929,1.9296789002762085
3041.8,6.6567,430.27,6.4965,0.12538,0.070541,0.11873,0.15814,0.38827,0.13787,0.77911,0.11463,0.056878,1.9495440175802576
3009.2,7.0862,439.6,6.172,0.12562,0.070688,0.11815,0.15885,0.44825,0.13728,0.73551,0.11108,0.056891,1.962312416770703
