Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (g59),Error (curve),Error (g86),Reduced Error
1967.2,0.1249,125.08,8.3925,0.065296,0.08954,0.1283,0.066782,0.22392,0.054985,0.6288211095747263
1969.9,0.12461,125.29,8.4787,0.0654,0.089451,0.12828,0.066709,0.22397,0.055015,0.628830362587586
1970.1,0.12461,125.29,8.479,0.065401,0.08945,0.12828,0.066708,0.22398,0.055015,0.6288345297146124
1947.6,0.12583,126.52,8.4967,0.065407,0.08941,0.12818,0.066721,0.22421,0.055001,0.6289309459058686
1969.9,0.12461,125.3,8.4881,0.065412,0.08944,0.12828,0.066702,0.22412,0.055018,0.6289672966826341
1969.2,0.12463,125.11,8.4833,0.065409,0.089442,0.12828,0.066707,0.22417,0.055014,0.6290300221662222
1945.9,0.12746,125.36,8.3628,0.065303,0.089501,0.12828,0.066812,0.2246,0.054947,0.6294443240908506
1970.2,0.1246,125.48,8.4995,0.065423,0.08943,0.12828,0.066691,0.22465,0.055022,0.6294977680156201
1972.8,0.12461,125.33,8.4784,0.065403,0.089451,0.12829,0.066703,0.22467,0.055018,0.6295357899862871
1969.8,0.12207,125.89,9.4054,0.066452,0.08854,0.12809,0.066066,0.22532,0.055196,0.629658706366129
