Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1772.3,0.31108,113.33,4.1894,0.10315,0.078724,0.12163,0.74799,0.14792,0.046548,0.24227,0.10849,0.14262,1.7393393896702243
1963.0,0.12077,123.49,8.1351,0.87996,0.024047,0.08938,0.36285,0.12687,0.028129,0.26329,0.11611,0.12377,2.0144074952379034
1961.4,0.12079,123.5,8.1357,0.8804,0.024033,0.089363,0.36374,0.12686,0.028117,0.2633,0.11612,0.12377,2.015702767205553
1961.3,0.12079,123.37,8.1441,0.8757,0.024002,0.089301,0.37043,0.12681,0.028081,0.26335,0.11615,0.12376,2.017580597778434
1957.2,0.1208,124.05,8.1165,0.90501,0.024065,0.089522,0.35323,0.12698,0.028216,0.26319,0.11604,0.12382,2.0300781487993764
1957.2,0.1208,124.05,8.1206,0.90362,0.024045,0.089503,0.35576,0.12697,0.028209,0.2632,0.11605,0.12381,2.031174764645307
1960.8,0.12079,123.78,8.1475,0.88657,0.023958,0.08936,0.37555,0.12686,0.028141,0.26331,0.11611,0.12377,2.033619423771431
1936.8,0.12092,123.44,8.1258,0.91812,0.023898,0.089176,0.36072,0.12676,0.027948,0.26338,0.11623,0.12386,2.0500979493649676
1951.6,0.22904,101.22,5.5261,0.1127,0.049877,0.10273,1.1392,0.13707,0.033437,0.25244,0.11057,0.13146,2.069487866403347
1944.9,0.1208,124.11,8.1468,0.92317,0.023802,0.089294,0.37928,0.12683,0.028084,0.26333,0.11615,0.12385,2.07378130750966
