Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1384.2,0.18715,125.54,5.1989,0.048823,0.11104,0.11373,0.138,0.10041,0.1349,0.23169,0.25376,0.03182,1.1641764620774786
1387.0,0.18728,125.56,5.1323,0.04983,0.11108,0.11371,0.13814,0.10075,0.13534,0.23989,0.25351,0.03198,1.174220588320035
1390.2,0.18747,124.74,5.2562,0.048133,0.11115,0.11372,0.13791,0.10014,0.13453,0.25416,0.25396,0.031636,1.1853387504569337
1384.8,0.18673,124.41,5.253,0.048084,0.11111,0.11375,0.13787,0.10011,0.13453,0.25621,0.25399,0.031606,1.1872525122973099
1291.5,0.20111,124.4,5.2756,0.047782,0.11071,0.11397,0.13705,0.099675,0.13439,0.26938,0.25423,0.031523,1.198709521646238
1291.5,0.20111,124.4,5.244,0.048201,0.1107,0.11397,0.13708,0.099824,0.13458,0.26872,0.25412,0.031586,1.1987877320192457
1375.3,0.18725,125.06,5.2701,0.0478,0.111,0.11377,0.13781,0.10001,0.13442,0.26944,0.25406,0.031623,1.1999354494780428
1394.4,0.18828,125.97,5.1618,0.049528,0.11115,0.11367,0.13815,0.10066,0.13517,0.26633,0.25357,0.031952,1.200181347295135
1287.3,0.20209,125.58,5.285,0.047649,0.11064,0.11396,0.13707,0.099692,0.13434,0.27368,0.25423,0.031619,1.2028729515960788
1291.5,0.20046,126.66,5.2038,0.048646,0.11053,0.11392,0.13728,0.10017,0.13485,0.27227,0.2539,0.031894,1.2034649212450694
