Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
412.54,1.0225,136.93,20.0,0.016953,0.016953202221652645
412.54,1.0225,136.93,20.0,0.016953,0.016953202221652645
412.54,1.0225,136.93,20.0,0.016953,0.016953202221652645
412.54,1.0225,136.93,20.0,0.016953,0.016953202221652648
412.54,1.0225,136.93,20.0,0.016953,0.01695320222165265
412.54,1.0225,136.93,20.0,0.016953,0.01695320222165265
412.54,1.0225,136.93,20.0,0.016953,0.016953202221652655
412.54,1.0225,136.93,20.0,0.016953,0.016953202221652666
412.54,1.0225,136.93,20.0,0.016953,0.016953202221652676
412.54,1.0225,136.93,20.0,0.016953,0.016953202221652686
