Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
909.48,2.7151,185.34,1.9061,0.0,0.0
897.58,2.7381,188.12,1.8936,0.0,0.0
919.6,2.7419,189.64,1.8657,0.0,0.0
911.05,2.71,189.51,1.8876,0.0,0.0
921.7,2.73,187.65,1.9004,0.0,0.0
912.75,2.7688,188.7,1.8602,0.0,0.0
908.66,2.7431,191.23,1.8866,0.0,0.0
898.43,2.7285,186.72,1.8836,0.0,0.0
912.62,2.7347,190.31,1.8916,0.0,0.0
1145.2,2.8675,190.67,1.1545,0.0,0.0
