Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3487.1,0.10544,155.57,3.7324,0.28529,0.044438,0.22014,0.055584,0.097174,0.11304,0.080236,0.12005,0.13595,1.151901479266772
3490.0,0.10513,155.55,3.746,0.28859,0.044446,0.22013,0.055355,0.097199,0.11303,0.080078,0.12012,0.13592,1.154866570273316
3476.5,0.10547,158.34,3.5726,0.2842,0.044253,0.22029,0.058563,0.096844,0.11335,0.082303,0.1192,0.13633,1.15532312963356
3490.5,0.10504,155.45,3.8218,0.29416,0.044524,0.22006,0.054076,0.097393,0.11295,0.07919,0.12046,0.13577,1.158595230729151
3466.1,0.10346,160.56,3.7645,0.29337,0.044392,0.22003,0.055044,0.097257,0.11314,0.079813,0.11997,0.13592,1.158943268400208
3466.2,0.10334,160.9,3.563,0.29402,0.044186,0.22024,0.058741,0.096833,0.11345,0.082421,0.11904,0.13638,1.1653147885634196
3466.2,0.1033,161.02,3.5619,0.29456,0.044181,0.22024,0.058767,0.09683,0.11346,0.082439,0.11903,0.13638,1.1658839816680042
3466.4,0.10336,160.5,3.5632,0.29534,0.044195,0.22025,0.058727,0.096832,0.11343,0.082409,0.11906,0.13637,1.166614424637202
3479.1,0.10286,161.36,3.5604,0.29545,0.044151,0.22024,0.058841,0.096813,0.11352,0.082506,0.11901,0.13638,1.166903927732136
3484.0,0.10335,159.39,3.552,0.29599,0.044186,0.22028,0.058971,0.096774,0.11346,0.082595,0.11906,0.13638,1.1676989254699288
