Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (curve),Error (g14),Error (g95),Error (g240),Error (g72),Error (g287),Error (g101),Error (g207),Reduced Error
118.59,4.6036,683.31,712.03,2.8684,439.95,477.5,1.0984,0.14203,0.51454,0.050674,0.20814,0.22455,0.10637,0.082279,0.060763,0.043581,1.4329232674378987
115.03,4.5666,681.53,722.07,2.8359,440.75,479.48,1.1243,0.14254,0.60045,0.051296,0.2095,0.22371,0.10692,0.082101,0.059353,0.043032,1.5189051542582452
114.06,4.6843,683.32,720.25,3.1267,441.56,478.67,1.1245,0.14279,0.68411,0.051263,0.21033,0.22387,0.10696,0.082007,0.059594,0.043147,1.6040858007834797
114.19,4.6881,681.61,709.78,2.8176,440.72,479.34,1.12,0.14208,0.71477,0.050892,0.20776,0.22359,0.10656,0.082007,0.059429,0.042874,1.6299573020608957
370.89,0.53623,682.52,644.45,0.48819,415.09,438.75,1.0193,0.16368,0.50771,0.059253,0.26822,0.24554,0.13582,0.10984,0.097762,0.066907,1.654743595172451
108.35,9.8981,685.22,722.47,11.463,424.62,477.96,1.5401,0.14264,0.75892,0.051752,0.20159,0.21722,0.10896,0.080685,0.054384,0.043047,1.6592022377781313
383.13,7.1225,682.06,643.0,4.4115,441.53,486.53,1.1556,0.13508,0.8078,0.046517,0.18132,0.22635,0.1055,0.087685,0.072369,0.051486,1.7141041148215477
80.146,6.6088,680.74,723.4,0.60438,420.99,264.79,1.3749,0.13853,0.82919,0.051165,0.2015,0.21754,0.10952,0.081364,0.053967,0.044782,1.7275614329174784
413.87,0.54024,683.34,642.66,0.47456,433.75,439.6,1.0134,0.16347,0.58335,0.058817,0.2656,0.24523,0.13903,0.10973,0.098228,0.066404,1.7298573530866752
384.2,7.0254,682.06,616.8,4.4288,442.21,479.86,1.1349,0.13543,0.8418,0.046372,0.18175,0.22672,0.1057,0.08763,0.073075,0.051678,1.7501624674171807
