Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
3911.1,0.01607,91.535,12.243,0.12422,0.1369,0.26186,0.13383,0.096336,0.21067,1.8307,0.18765,0.26709,3.2492694576658097
3806.7,0.015927,91.152,12.22,0.12441,0.13709,0.26238,0.13429,0.096196,0.2136,1.8402,0.18768,0.28385,3.2796939386461506
3812.4,0.015941,89.902,12.181,0.12434,0.13713,0.26226,0.13422,0.096274,0.21345,1.8512,0.18767,0.27851,3.285030115102291
3828.4,0.016886,91.651,12.356,0.12444,0.1369,0.26203,0.134,0.096136,0.2108,1.8677,0.18772,0.27907,3.298845324616589
3733.5,0.016109,91.167,12.422,0.12462,0.13721,0.26266,0.13436,0.095878,0.21331,1.8527,0.18791,0.30309,3.3117832656038813
3749.1,0.016125,91.922,12.372,0.1246,0.13714,0.26264,0.13441,0.095941,0.21362,1.862,0.18782,0.30009,3.3182729521148113
3828.8,0.014998,89.479,12.414,0.12431,0.13734,0.26237,0.1339,0.096003,0.21161,1.8932,0.18804,0.28959,3.3363633480926045
3995.8,0.015957,91.53,12.704,0.12411,0.13689,0.26139,0.13286,0.096001,0.20597,1.9426,0.18815,0.27359,3.361601412179495
3676.7,0.01735,92.292,12.362,0.12482,0.13702,0.26272,0.1347,0.095904,0.21458,1.9265,0.18771,0.30574,3.3896569594620973
3731.6,0.015886,94.485,12.315,0.12473,0.13709,0.26299,0.13475,0.095914,0.21598,1.9301,0.1877,0.31022,3.399506908362839
