iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,19.821,13.682,144.97,216.56,2.6962,68.794,32.167,18.749,0.5934829618173312,0.19617299618654455,0.6559267659058033
2,99.517,283.61,133.62,233.7,97.304,14.503,111.29,18.334,0.27318288765659093,0.1469329934284011,0.31995311207142896
3,131.39,0.34424,174.58,223.75,90.76,0.78956,27.132,17.265,0.5906076934445781,0.1328149602312413,0.6328840083192891
4,181.07,174.36,148.34,963.03,4.0863,11.419,111.65,14.436,0.31257342672316846,0.13948973857064095,0.3569743895313959
5,114.43,223.26,138.22,211.05,155.06,10.06,65.974,18.597,0.16196213247804134,0.1481558575995747,0.20912160664802387
6,114.3,225.96,140.2,229.67,156.32,38.954,72.37,18.197,0.10164131378529175,0.14849444120069508,0.1489085624628106
7,574.68,323.91,40.524,236.41,156.4,114.81,68.555,11.417,0.024794855861992416,0.10104593514710632,0.05695877597800253
8,591.73,324.39,41.325,234.41,169.49,116.99,58.741,10.737,0.05200643250909896,0.10167235869627972,0.08436974943374931
9,583.29,384.88,32.167,251.05,269.98,260.5,60.887,11.732,0.08951949539483185,0.10139804633646583,0.12179549598345102
10,564.47,514.72,41.455,235.62,195.84,142.1,60.811,12.87,0.06228641134741151,0.09982442290321943,0.09406151204009787
11,569.7,406.65,45.996,240.45,116.28,120.56,63.132,11.648,0.022517041788938753,0.10041963793226519,0.054481605309775555
12,576.67,397.33,44.948,243.15,152.82,242.02,62.091,11.824,0.04248439222823885,0.10068385226213185,0.07453305778234363
13,515.93,377.02,120.47,210.1,52.901,160.61,64.332,11.001,0.03174391583489809,0.09944902448264635,0.06339952349905827
14,572.42,401.92,40.931,244.09,148.11,119.81,62.789,11.545,0.013764099953765825,0.1008734331079015,0.045873110965310174
15,581.83,412.47,41.215,227.78,149.41,117.88,62.729,11.24,0.015532659919768281,0.10091592487111749,0.047655196479625656
