Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
3836.1,0.019553,0.98599,19.649,0.15967,0.12524,0.1741,0.070636,0.13159,0.11382,1.024,0.068346,0.56474,2.4321277134340584
3974.8,0.028062,1.1249,18.814,0.15942,0.12457,0.17474,0.07058,0.13133,0.1129,1.0185,0.067438,0.61603,2.475538432067166
3764.7,2.4222,3.3474,19.739,0.15533,0.12135,0.18106,0.068505,0.12706,0.10301,1.3187,0.061147,0.41279,2.5489458004783585
3742.6,0.031743,1.1081,19.213,0.15943,0.1248,0.17558,0.070547,0.13104,0.11235,1.1062,0.067214,0.60212,2.5492806253108125
3998.2,3.2976,3.5863,19.456,0.15511,0.12097,0.18108,0.06853,0.12679,0.10271,1.3422,0.060904,0.4067,2.565023301469695
3975.9,2.6099,3.444,19.561,0.15518,0.12121,0.18084,0.068484,0.12697,0.10262,1.4286,0.06107,0.4078,2.6527883945241224
287.18,1.6077,98.241,6.2908,0.16004,0.11631,0.13547,0.061266,0.13519,0.13903,1.3903,0.068653,0.45967,2.665972848507127
3657.6,0.039364,1.2638,19.837,0.15875,0.12475,0.17474,0.069911,0.13118,0.11103,1.2634,0.066527,0.60891,2.709182307421109
3715.8,3.1129,3.5459,19.224,0.15535,0.12095,0.18146,0.068601,0.12697,0.10333,1.4775,0.060862,0.43318,2.728214760787199
3754.4,0.11493,1.5499,19.018,0.15818,0.12379,0.17843,0.069982,0.12958,0.10807,1.3606,0.064771,0.56209,2.7555283116012452
