Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
637.26,0.62993,135.1,8.884,0.15867,0.11991,0.12561,0.057156,0.1388,0.1155,0.50078,0.069325,0.50711,1.792860699650844
636.91,0.62932,134.98,8.8373,0.1587,0.11987,0.12574,0.057224,0.13872,0.11583,0.51041,0.069275,0.49795,1.7937245108051516
635.91,0.63036,136.23,8.9154,0.1587,0.1198,0.12551,0.057117,0.13886,0.11592,0.49241,0.069276,0.51767,1.7952556091002907
635.38,0.63154,134.35,8.8549,0.15868,0.11994,0.12569,0.057199,0.13876,0.1155,0.51272,0.069333,0.49801,1.7958379445375399
640.84,0.63095,133.96,8.8123,0.15863,0.12002,0.12584,0.057257,0.13864,0.11516,0.53171,0.069314,0.48,1.796566109011274
637.04,0.63596,134.04,8.8544,0.15863,0.12002,0.12572,0.057205,0.13873,0.11513,0.53086,0.069342,0.48307,1.7986955542314613
631.34,0.63536,134.29,8.7698,0.15876,0.11981,0.12594,0.05734,0.13859,0.11636,0.53452,0.06921,0.47827,1.798802218179867
637.73,0.63582,135.18,8.8461,0.15867,0.1199,0.12575,0.057222,0.1387,0.11566,0.53311,0.069251,0.48113,1.7993851551654165
635.95,0.63039,134.95,8.7677,0.15875,0.11979,0.12594,0.057334,0.13857,0.11637,0.52885,0.069182,0.48671,1.8015014036381163
641.15,0.63695,133.79,8.8271,0.15858,0.12008,0.12582,0.057244,0.13864,0.11482,0.55297,0.069327,0.46495,1.8024438727267071
