Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g86),Error (curve),Error (g237),Error (g303),Reduced Error
1137.3,0.21053,123.7,17.936,0.062604,0.1302,0.055807,0.18882,0.084597,0.070666,0.592688266819079
1139.1,0.20925,123.69,17.835,0.062627,0.13015,0.055803,0.18945,0.084611,0.070649,0.5932911417239289
1137.4,0.20936,123.69,17.786,0.06264,0.13012,0.055797,0.18951,0.084619,0.070642,0.5933294755109838
1137.4,0.21064,123.89,17.935,0.062601,0.13019,0.055809,0.18953,0.084605,0.070652,0.5933923806125844
1131.9,0.21076,124.38,17.996,0.0626,0.13012,0.055801,0.18974,0.084658,0.070581,0.5934979494429621
1120.7,0.21426,123.68,18.204,0.06257,0.13019,0.055787,0.18993,0.084619,0.070648,0.5937450505478338
1139.9,0.21065,123.22,17.9,0.062605,0.13025,0.05581,0.19031,0.084557,0.070723,0.5942495220789661
1140.2,0.2094,123.67,17.973,0.0626,0.13021,0.055813,0.19037,0.084599,0.070659,0.5942536625420236
1143.2,0.20998,123.28,17.936,0.062595,0.13028,0.055819,0.19048,0.084554,0.070722,0.5944462743162582
1132.9,0.21093,124.42,17.954,0.062603,0.13012,0.055802,0.19095,0.084653,0.070586,0.5947181082279251
