Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
483.32,9.6235,12.24,1.0083,0.096137,0.09613650219622057
483.32,9.6235,12.24,1.0084,0.096137,0.09613705631276401
483.32,9.6218,12.24,1.0083,0.096139,0.09613855336821235
483.32,9.6217,12.24,1.0085,0.096141,0.09614129404833592
483.32,9.6236,12.24,1.0086,0.096142,0.09614176458811781
483.32,9.6235,12.24,1.0086,0.096142,0.09614219086962612
483.32,9.6236,12.24,1.0086,0.096142,0.09614220910302824
483.32,9.6234,12.24,1.0086,0.096142,0.0961424081649936
483.32,9.6236,12.24,1.0086,0.096143,0.09614251107051643
483.32,9.6223,12.24,1.0086,0.096143,0.09614251417713025
