Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g86),Error (g59),Error (curve),Error (g303),Error (g237),Reduced Error
1546.4,0.0011516,113.6,16.692,0.10667,0.057669,0.076916,1.6508,0.061359,0.10974,2.063109843305518
1558.3,0.0013367,106.07,15.867,0.10715,0.057419,0.07598,1.6702,0.060541,0.10824,2.079557384733247
1549.3,0.00115,117.27,16.69,0.10661,0.057693,0.077009,1.6673,0.061442,0.10975,2.0797712896437144
298.51,19.98,8.191,13.663,0.10708,0.05014,0.078906,1.695,0.061679,0.089585,2.0823484551944276
1545.6,0.0011949,113.75,16.257,0.1066,0.057533,0.076979,1.6766,0.061115,0.10916,2.087983140724338
1550.2,0.0011086,119.24,16.689,0.10651,0.057696,0.077204,1.6882,0.06155,0.1099,2.101047403087937
483.52,18.902,6.6152,17.627,0.11054,0.050186,0.073459,1.7215,0.065751,0.083466,2.104924584105704
1565.5,0.0010692,121.47,16.756,0.10671,0.057762,0.076934,1.701,0.061623,0.11005,2.114078912429701
1540.5,0.0010995,122.25,17.049,0.1063,0.057789,0.07756,1.7094,0.061859,0.11034,2.1232833466085825
1563.0,0.0010049,117.1,16.167,0.10649,0.057523,0.077282,1.715,0.061374,0.10966,2.1273142104759533
