Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (g303),Error (curve),Error (g63),Error (g59),Error (g86),Reduced Error
1992.5,16.943,7.4712,19.977,0.13022,0.070401,2.2925,0.1193,0.059108,0.059119,2.7306235429470807
1995.8,17.177,7.4397,19.977,0.13031,0.070474,2.2927,0.11946,0.059088,0.059185,2.731211364841155
1995.8,17.177,7.4352,19.976,0.13032,0.070479,2.2927,0.11947,0.059086,0.05919,2.731239822442816
1995.1,17.257,7.3977,19.998,0.13038,0.07054,2.2936,0.11957,0.059066,0.059229,2.7323724982031523
1991.7,17.221,7.3483,19.97,0.13048,0.070603,2.3039,0.1197,0.059051,0.059271,2.7430096271432256
1998.6,17.682,7.3052,19.985,0.13061,0.070718,2.3041,0.11995,0.059016,0.059383,2.743779929806724
1994.0,17.177,7.3189,19.976,0.13051,0.070614,2.3065,0.1198,0.059023,0.059303,2.7457944745948897
1980.6,17.147,7.4938,19.935,0.1303,0.070476,2.3095,0.11918,0.059178,0.059086,2.7476677974843073
1993.8,17.279,7.5505,19.978,0.13015,0.070378,2.3131,0.11913,0.059161,0.059079,2.7510338632430082
1991.6,18.229,7.338,19.976,0.13069,0.070826,2.3119,0.11986,0.059077,0.05938,2.751744363513289
