Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1675.8,0.14751,127.37,6.4344,0.06128,0.12994,0.16821,0.094105,0.068291,0.054662,0.5764930500249581
1675.9,0.14723,128.49,6.1726,0.060579,0.13033,0.17387,0.09511,0.068477,0.054676,0.5830449028740664
1675.9,0.14717,129.05,6.3971,0.061148,0.12996,0.17583,0.094275,0.068328,0.054686,0.5842218875641727
1646.7,0.15022,125.69,6.4382,0.061334,0.12996,0.17937,0.094041,0.06828,0.054654,0.5876390636379112
1669.7,0.14751,129.65,6.4386,0.061241,0.12988,0.18423,0.094135,0.068302,0.054705,0.5924897857623198
1445.2,0.17282,127.5,6.4863,0.06152,0.13005,0.19044,0.093711,0.068137,0.054765,0.5986230240430103
1446.2,0.1728,127.65,6.4698,0.061476,0.13007,0.19042,0.093768,0.068148,0.054763,0.5986465639398494
1446.2,0.17278,127.77,6.4742,0.061485,0.13007,0.19094,0.093756,0.068143,0.054766,0.5991589885612231
1445.1,0.1728,127.75,6.4866,0.061516,0.13005,0.19109,0.093713,0.068134,0.05477,0.5992735503584706
1446.8,0.17269,126.84,6.3486,0.061175,0.13022,0.19132,0.094187,0.06827,0.054716,0.5998911565564122
