Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
921.07,0.44272,155.21,3.5751,0.014133,0.014132880138188315
921.07,0.44272,155.21,3.5751,0.014133,0.014132880138188315
921.07,0.44272,155.21,3.5751,0.014133,0.014132880138188315
921.07,0.44272,155.21,3.5751,0.014133,0.014132880138188315
921.07,0.44272,155.21,3.5751,0.014133,0.014132880138188315
921.07,0.44272,155.21,3.5751,0.014133,0.014132880138188315
921.07,0.44272,155.21,3.5751,0.014133,0.014132880138188315
921.07,0.44272,155.21,3.5751,0.014133,0.014132880138188315
921.07,0.44272,155.21,3.5751,0.014133,0.014132880138188315
921.07,0.44272,155.21,3.5751,0.014133,0.014132880138188315
