evals,errors
1000,0.014930084512688414
2000,0.014919450020507171
3000,0.014918280260777529
4000,0.014918222775481696
5000,0.014918220459026138
6000,0.014918220265981419
7000,0.014918220251125191
8000,0.01491822025075529
9000,0.014918220250707598
10000,0.014918220250701776
11000,0.01491822025070114
12000,0.014918220250701122
13000,0.014918220250701107
14000,0.014914537703971982
15000,0.014914537703971605
16000,0.014914537703971605
17000,0.01491453770397147
18000,0.01491453770397147
19000,0.01491453770397147
20000,0.01491453770397147
21000,0.01491453770397147
22000,0.01491453770397147
23000,0.01491453770397147
24000,0.014914537703971447
25000,0.014914537703971447
26000,0.014914537703971447
27000,0.014914537703971447
28000,0.014914537703971447
29000,0.013373101862645597
30000,0.013235863765951452
31000,0.013232185249713596
32000,0.013230983280830517
33000,0.01323058731985222
34000,0.013230511070237466
35000,0.013230471007145967
36000,0.01323046910436062
37000,0.013230469058810566
38000,0.01323046905853877
39000,0.013230469058525972
40000,0.013230469058525651
41000,0.013211468055736824
42000,0.013211309630847266
43000,0.013211309370737155
44000,0.013211309370472614
45000,0.013211309370472511
46000,0.013208025653713651
47000,0.013208024888915995
48000,0.013208024888093885
49000,0.013208024888091335
50000,0.011617612068648886
