Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
831.0,0.55005,144.38,3.3826,0.019662,0.019661648135148087
831.0,0.55005,144.38,3.3826,0.019662,0.01966164813532012
831.0,0.55005,144.38,3.3826,0.019662,0.019661648135505708
831.0,0.55005,144.38,3.3826,0.019662,0.019661648135515505
831.0,0.55005,144.38,3.3826,0.019662,0.01966164813555699
831.0,0.55005,144.38,3.3826,0.019662,0.019661648135560074
831.0,0.55005,144.38,3.3826,0.019662,0.019661648135570364
831.0,0.55005,144.38,3.3826,0.019662,0.019661648135577543
831.0,0.55005,144.38,3.3826,0.019662,0.019661648135608143
831.0,0.55005,144.38,3.3826,0.019662,0.019661648135746203
