evals,errors
1000,0.021807193574848026
2000,0.02179373594657455
3000,0.02179350290101311
4000,0.021793487274652266
5000,0.021793485928217973
6000,0.021793485852408125
7000,0.021793485848113147
8000,0.021793485847570272
9000,0.021793485847532545
10000,0.021793485847530016
11000,0.021793485847529766
12000,0.021793485847529697
13000,0.021793485847529697
14000,0.021793485847529697
15000,0.021793485847529687
16000,0.021793485847529687
17000,0.021793485847529687
18000,0.021793485847529687
19000,0.02179348584752963
20000,0.02179348584752963
21000,0.02179348584752963
22000,0.020938105283953314
23000,0.020933374921205932
24000,0.020933324544358436
25000,0.020933323896525004
26000,0.020933323885084516
27000,0.020933323884969796
28000,0.02093332388496761
29000,0.020933323884967294
30000,0.02057558888383112
31000,0.0205406051434934
32000,0.020540549758031504
33000,0.02054054974964353
34000,0.02027020242502982
35000,0.020261959240592056
36000,0.020261947003793704
37000,0.020261946889120464
38000,0.020261946888983837
39000,0.020214619357872582
40000,0.020214373205125404
41000,0.02021437312362065
42000,0.020214373123348423
43000,0.020214373123348117
44000,0.020063550308460392
45000,0.0200633832706349
46000,0.02006338297126641
47000,0.020063382971153124
48000,0.01966176283924988
49000,0.01966164870288916
