Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (g63),Error (g303),Error (g237),Error (curve),Error (g59),Reduced Error
577.16,0.5821,110.67,3.875,0.057059,0.13688,0.054167,0.11433,0.42245,0.071214,0.8561025238607571
574.93,0.57849,110.68,3.8623,0.057121,0.13698,0.054171,0.11455,0.42357,0.071271,0.8576570627926461
575.11,0.5821,110.67,3.875,0.057059,0.13688,0.05417,0.11434,0.42432,0.071223,0.8579883480823955
567.11,0.58926,107.97,3.8408,0.057197,0.13723,0.054158,0.11479,0.44184,0.071304,0.8765191110872511
578.52,0.58118,110.43,3.618,0.058599,0.1391,0.054349,0.11885,0.43389,0.07218,0.8769648272571
573.75,0.57823,113.07,3.5611,0.059034,0.13947,0.054544,0.12014,0.44028,0.072466,0.8859432294292607
541.59,0.64524,110.16,3.5315,0.059265,0.13977,0.054633,0.12071,0.44527,0.072497,0.8921454688117828
593.1,0.58594,108.93,3.9255,0.056782,0.13647,0.054138,0.11344,0.46199,0.071001,0.8938155828481065
639.96,0.53068,108.84,3.923,0.056746,0.13641,0.054089,0.11343,0.46718,0.071055,0.8989047469996508
573.76,0.58162,110.27,3.4988,0.059447,0.13998,0.05472,0.12145,0.45242,0.072725,0.9007315182844591
