Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g72),Error (g56),Error (g237),Error (curve),Error (g223),Error (g126),Error (g80),Error (g262),Error (g51),Reduced Error
1491.6,0.17186,125.62,5.2247,0.10964,0.047931,0.099766,0.27276,0.1359,0.031394,0.25417,0.11424,0.13526,1.2010658986510505
1491.5,0.17193,125.77,5.2246,0.10964,0.047914,0.099772,0.27469,0.1359,0.031403,0.25417,0.11424,0.13527,1.2029978525589864
1491.4,0.1704,125.62,5.2605,0.10973,0.04723,0.099536,0.27788,0.1357,0.031284,0.25433,0.11427,0.13518,1.2051475618041183
1486.6,0.17181,125.43,5.2487,0.10972,0.047443,0.099615,0.27769,0.13577,0.03132,0.25428,0.11425,0.13523,1.2053161475886678
1491.9,0.17436,124.66,5.1721,0.10936,0.049178,0.10007,0.27584,0.13625,0.031506,0.25395,0.11419,0.13532,1.2056609634295226
1494.0,0.17309,124.72,5.1558,0.10934,0.049411,0.10022,0.27539,0.13637,0.031574,0.25387,0.11417,0.13543,1.205780487898676
1491.5,0.17221,125.65,5.2464,0.10968,0.047536,0.099614,0.27819,0.13576,0.031325,0.25427,0.11426,0.13519,1.2058226781341148
1487.5,0.172,125.43,5.2059,0.10959,0.048256,0.099905,0.27764,0.13604,0.031456,0.25409,0.11422,0.13534,1.2065446097809769
1491.0,0.17452,124.8,5.1519,0.10932,0.049482,0.10025,0.27658,0.13638,0.031598,0.25384,0.11416,0.13545,1.2070584982326085
1483.2,0.17228,126.08,5.1718,0.10944,0.048786,0.1002,0.27721,0.13626,0.031625,0.25391,0.11418,0.1355,1.2071056692392614
