Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1528.8,0.17295,130.36,3.8881,0.4579,0.074021,0.040366,0.14361,0.11513,0.24497,0.10875,0.14575,0.1126,1.4430997593844692
1528.1,0.16836,131.02,3.7497,0.51261,0.076704,0.04227,0.14455,0.11719,0.2442,0.10874,0.14738,0.11259,1.5062213868832097
1686.8,0.16706,128.05,2.5694,0.42414,0.10399,0.070977,0.15326,0.14551,0.23455,0.10564,0.16556,0.11377,1.5173929027363222
1694.5,0.16815,127.96,2.5353,0.42155,0.10483,0.072229,0.15353,0.14653,0.23427,0.10652,0.16623,0.1139,1.5195934098623707
1698.4,0.16743,128.04,2.4931,0.41898,0.10582,0.073842,0.15391,0.14779,0.23395,0.10794,0.16704,0.11409,1.5233570717819702
1698.9,0.16743,127.99,2.4926,0.4197,0.10583,0.073856,0.15391,0.1478,0.23394,0.10796,0.16704,0.11409,1.5241271596368888
1698.9,0.16785,128.46,2.489,0.42302,0.10594,0.074014,0.15395,0.14791,0.23392,0.10809,0.16713,0.11412,1.5280785977125466
1593.0,0.17927,129.23,2.5242,0.42988,0.10527,0.072604,0.15369,0.14659,0.23437,0.10762,0.16654,0.11408,1.5306417176542582
1682.3,0.16743,131.09,2.4713,0.42381,0.10642,0.074787,0.15417,0.14838,0.23382,0.10792,0.16751,0.11427,1.5310770403539768
1679.1,0.16897,131.12,2.4715,0.42561,0.10645,0.074773,0.15416,0.14837,0.23382,0.10804,0.16751,0.11427,1.5330018724302041
