Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
3885.9,9.8779,493.07,6.9239,0.13918,0.059692,0.11444,0.1598,0.85637,0.12677,1.734,0.10695,0.060434,3.3576711545373166
2220.5,0.52519,491.1,13.695,0.21734,0.076088,0.13002,0.16715,1.0536,0.15854,1.2435,0.45209,0.070343,3.5686372898387537
2133.7,0.53097,497.51,13.414,0.22046,0.074973,0.12946,0.16784,1.1086,0.15686,1.2122,0.44722,0.070809,3.5883959227042914
2120.4,0.54292,482.13,13.11,0.21543,0.074456,0.12871,0.16718,1.0835,0.15633,1.2629,0.43694,0.070296,3.595694641321023
2129.5,0.53973,498.59,13.415,0.21954,0.075114,0.12944,0.16779,1.2044,0.15722,1.1263,0.44883,0.070731,3.599328743545213
2215.0,0.58247,495.86,13.213,0.21592,0.075499,0.13017,0.16699,0.97271,0.1571,1.4111,0.43386,0.069658,3.632986904518066
3476.0,8.4036,467.49,6.2473,0.14749,0.063666,0.11929,0.15946,0.70303,0.12641,2.156,0.10857,0.064276,3.6482285622497814
2173.2,0.52814,499.63,13.684,0.21982,0.075892,0.12989,0.16773,1.2892,0.15831,1.0966,0.45614,0.070741,3.664322159977373
2168.7,0.54686,499.38,13.4,0.21979,0.075265,0.12987,0.16764,1.2326,0.15705,1.1866,0.44404,0.070467,3.6832656971417035
3873.3,9.6992,498.42,6.8926,0.14091,0.059695,0.11403,0.16095,0.91518,0.12588,2.0177,0.1095,0.06121,3.7050310558175497
