Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g303),Error (curve),Error (g86),Error (g237),Reduced Error
388.35,0.53287,130.13,6.9983,0.070793,0.11558,0.061536,0.31994,0.052452,0.090228,0.7105235954106989
388.19,0.54927,128.66,7.0066,0.070681,0.11598,0.061644,0.32131,0.052497,0.090116,0.7122317251830546
409.46,0.53256,134.49,6.5763,0.070477,0.11862,0.060576,0.34763,0.052411,0.091956,0.7416688813279573
417.26,0.53156,133.69,6.6067,0.070407,0.11872,0.060665,0.35375,0.052449,0.091806,0.7477913655790686
379.2,0.53637,134.5,6.8501,0.070836,0.11556,0.061076,0.3705,0.052334,0.090907,0.7612218835384414
434.59,0.43306,131.43,6.9008,0.070962,0.11638,0.061206,0.38249,0.052441,0.090763,0.7742387997655367
388.67,0.5746,126.58,7.0474,0.070526,0.11634,0.061829,0.38408,0.052564,0.089892,0.7752311727175711
379.2,0.50681,132.55,7.1722,0.071221,0.11342,0.061589,0.39193,0.052443,0.089921,0.7805304994681312
391.71,0.5633,128.2,7.007,0.070558,0.11631,0.061683,0.38958,0.05253,0.090082,0.7807443544202872
430.53,0.41612,132.2,6.948,0.071166,0.11557,0.06121,0.4021,0.052411,0.090695,0.7931621075186596
