Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
13.597,412.12,79.272,761.65,127.35,567.88,72.657,10.475,0.039355,0.80656,0.14443,0.14949,0.21081,0.062318,0.056858,0.096617,0.14424,1.7106830892510552
0.14466,413.63,384.86,766.71,134.43,257.34,72.346,10.506,0.041107,0.44511,0.81753,0.14047,0.22219,0.053087,0.044124,0.10075,0.14335,2.0077318824418455
0.14038,413.71,383.64,761.99,133.41,258.16,73.208,10.508,0.041003,0.48553,0.82114,0.14036,0.2222,0.053281,0.044201,0.10079,0.14328,2.051784841679448
0.57568,413.6,381.75,762.11,133.35,306.05,70.605,10.497,0.040403,1.0259,0.2918,0.14272,0.22068,0.055442,0.046546,0.098521,0.14732,2.0693416677036556
0.11914,412.19,628.34,785.2,220.39,328.95,76.064,10.405,0.041857,1.1222,0.22585,0.13455,0.22187,0.050234,0.03617,0.10233,0.14587,2.0809700538204967
2.6556,413.64,16.987,753.75,135.05,261.01,67.9,9.4719,0.040442,1.0808,0.26477,0.15709,0.21544,0.057641,0.049059,0.097205,0.13759,2.1000081965055597
0.37628,413.86,385.18,766.7,134.77,256.52,70.045,9.6551,0.040933,0.7691,0.59957,0.14185,0.22161,0.051974,0.043495,0.10031,0.14334,2.1121824841344434
0.1715,413.66,395.6,760.92,145.89,299.21,74.604,9.6494,0.041073,0.66591,0.74096,0.13986,0.2204,0.053877,0.044117,0.099809,0.14431,2.150317477992125
0.337,413.63,385.6,766.68,134.98,275.03,74.668,9.5657,0.040705,0.85393,0.56574,0.1409,0.221,0.053086,0.043779,0.099979,0.14348,2.162588151558194
0.17645,412.15,393.46,761.28,140.79,269.0,76.438,10.055,0.040671,0.76303,0.68186,0.13987,0.22158,0.053126,0.043328,0.10081,0.14272,2.186973700412622
